5d7np0d,27,25
1099db75,17,21
3322414021213,5,24
90g09dh,21,33
kqrd98,33,24
146p2da,30,10
23153412433,6,20
6v1tuq,35,24
594896117,11,37
gbj8g3j,22,8
211100002011111000,3,7
2593eed4,16,11
23gpdii,30,23
47gc110e,17,7
eb030hb,19,4
10011000110100010001000001110,2,18
315812256,12,5
97j1ad1,22,19
27562687,17,10
25032231253,6,29
gnj1np,32,17
31rge3,29,27
15dfl1a,34,30
528168569,11,31
3oagd05,26,22
25a8ap1,26,3
16b298869,12,28
26eb6c6d,15,8
3nm0kg4,24,12
1ead71f9,17,30
1ahb99f,27,22
edgpo0,29,9
572702450,9,15
9e2678a2,15,21
r1baj2,30,27
3bdjk20,24,-17
46045610613,7,23
3007455164,9,10
310222031103312,4,36
5713603532,8,20
1222131120013223,4,8
trnrqw,0,35
6h56a58,21,27
